fEleEle1_r2	fEleEle1_r1	fAciRut3_r	fArcCen1_r	kPetMar1_r	fParRan2_r	fAnaTes1_d	fAnaTes1_r	fCycLum1_r	fDenClu1_r	fEsoLuc1_r	fSebUmb1_r	fHipHip1_r	fMegCyp1_r	fAntMac1_r1	fAntMac1_r2	fAntMac1_d	aBufBuf1_r1	aBufBuf1_r2	aRanTem1_r	aRanTem1_dr	aDenEbr1_r1	aDenEbr1_r2	rGopFla2_r	rDerCor1_r	rGopEvg1_r	rLacAgi1_dr	mZalCal1_r	mTriVul1_r1	mTriVul1_r2	mMusErm1_r	mPipPip1_r2	mLynCan4_r2	mLynCan4_r1	mTamTet1_r	mLutLut1_r	mOrnAna1_r	mLemCat1_r2	mLemCat1_r1	mMyoMyo1_r2	mMyoMyo1_r1	mRhiFer1_r1	mPhyDis1_r	mPipKuh1_r2	mPipKuh1_r1	mPipPip1_r1	bCarCri1_dr	bFalRus1_r	bBalReg1_d	bBalReg1_r	bCatUst1_d	bAcaChl1_d	bFalNau1_r1	bFalNau1_r2	bSteHir1_d	bMerNub1_rd	bStrHab1_r	bMelUnd1_d	bCucCan1_r	bAquChr1_r	bPogPus1_rd	bCicMag1_dr	bAlcTor1_d	bPluApr1_r	bPluApr1_d	bCalAnn1_d	bNycGra1_rd	bHemCom1_d
													90	212	-156	-10			15		27	72								38					6	85	-3	-27	29	19	21	5	10	101								-60	18			29			-93	78	769	-8	144	66	584	1942	131
													84	-49	152	38			50		19	52								21					4	42	-1	-22	26	45	-88	-20	-12	2								-34	5			29			7	-247	226	3	334	33	320	-26	82
													94	-47	43	23			9		77	68								24					6	30	-5	-67	52	4	7	57	-16	-11								-84	-13			6			203	-296	708	-37	179	112	62	-599	234
													52	232	167	123			25		144	89								46					-2	51	1	43	6	49	-3	-69	-13	-5								13	0			54			37	-18	82	-108	-161	132	93	-102	192
													125	-32	97	51			18		34	-146								-2					1	46	-1	-49	131	-8	6	-21	40	155								-86	-14			-103			16	109	406	-30	-143	182	20	-39	628
													24	-10	-46	51			-20		8	64								-17					-7	40	-4	-18	11	83	6	-37	19	-1								-120	-2						17	-161	325	494	-151	655	3	180	190
													-75	185	-161	39			-69		-104	60								9					6	40	2	-68	4	11	39	23	5	17								-105	5						-38	-175	159	-7	182	109	252	261	41
													-122	116	133	-26			90		-4	83								3					6	100	6	9	4	6	13	16	-11	-94								-87	-2						-49	1	771	47	-404	170	121	130	49
													22	-57	210	-1			15		6	142								13					11	-36	-6	14	71	13	2	-41	15	8								125	23						359	-4	399	-126	83	144	137	-80	14
													-169	153	740	-19			21		-20	153								-13					14	-43	4	-67	-1	1	9	-12	-6	-4								67	74						-146	-334	282	-18	112	111	61	-565	353
													16	90	-44	8					-100	130								-4					-7	20	-3	-32	6	26	-35	11	-26	-78								-171	13						6	35	322	-78	86	15	-256	-221	22
													-146	97	93	3					115	12								27					-14	-17	-2	-10	-5	38	50	-55	8	276								-172	-12						-240	186	210	30	235	246	359	-121	282
													94	152	-43	47					95	-150								1					-10	-2	0	-2	-7	19	36	-7	22	15								-125	7						48	-58	124	-76	-15	72	87	-3	-2
													-150	8	-38	-6					70	84								-4					-21	-17	4	-46	27	-8	34	54	19	22								-131	0						-208	-22	369	70	401	181	-147	-469	-18
													-3	143	-50	46					40	56								-1					-2	-101	-3	-49	30	-4	0	-21	36	19								25	-1						366	-40	94	655	-232	144	119	-522	74
													48	-36	-97	53					111	54								19					-21	26	-2	-57	-10	51	7	-35	-20	10								16	-7						57	40	559	-31	538	217	230	140	-5
													-127	507	99	104					157	108								28					9	11	-5	-26	6	3	2	6	-6	7								5	4						-95	8	161	-71	254	190	122	-477	28
													39	102	326	19					-27	51								59					3	15	2	-73	4	-3	6	29	18	-15								14	19						-28	63	247	-2	27	63	-216	-177	19
													-161	118	-168	33					11	2								50					-13	26	-5	-46	24	114	32	-45	-16	15								-114	7						87	5	350	-22	75	83	68	-84	67
													51	101	-56	-29					9	69								-21					11	22	2	29	-12	-12	-29	32	-14	-86								34	7						193	110	160	81	-582	181	294	-543	108
													-39	135	-215	79					8	-6								38					18	-72	-6	-10	80	9	3	24	-18	11								0	7						42	-691	283	388	-277	230	-322	2389	82
													126	44	67	7					45	-12								58					3	-74	0	-24	5	63	4	42	4	-5								-85	9						-177	222	215	63	431	204	65	2306	-112
													-142	7	62	37					59	55								38					-6	-2	0	-82	-20	8	-3	69	-8	-9								-166	22						92	250	336	4	121	314	107	-83	-94
													69	140	-5	-10					7	137								21					-2	111	-4	-31	6	20	67	40	-6	3								5	20						-17	-66	168	66	98	245	127	301	22
													-122	222	100	68					186	-2								42					-4	39	0	-41	-3	38	21	3	11	-166								-80	40						81	273	407	-114	254	92	74	36	73
													43	-27	107	10					36	-87								54					24	51	-7	-48	-15	-10	-143	7	-4	19								25	12						-4	94	292	-26	-504	166	150	-93	-17
													45	114	6	-27					28	108								32					1	-66	-6	-54	110	-2	-153	20	-12	212								66	21						53	-239	-66	-33	176	94	357	25	-13
													-134	237	-109	-9					-12	-34								9					-4	-53	86	62	76	-8	-9	12	-12	11								-4	-7						473	-317	211	-26	-52	68	-28	-602	132
													141	120	103	1					16	49								27					6	73	10	-12	44	7	33	16	-29	25								25	17						-90	71	382	7	-34	142	36	32	248
													108	154	161	80					19	79								10					11	-13	13	-37	119	3	-38	27	-15	52															212	94	418	-36	619	148	493	60	102
													18	206	-55	7					207	8								6					-5	55	-5	-56	33	-12	-25	51	-24	-1															-453	42	374	-49	115	30	15	235	156
													26	112	-144	51					-34	150								10					-1	32	-1	-47	16	-11	25	-23	-21	2															-46	8	310	165	-104	149	112	-471	40
													-75	152	-269	21					-7	133								1					34	73	-2	-69	70	5	34	-23	14	10															100	-145	281	4	-482	227	121	118	-26
													-23	103	200	7					112	-13								9					18	53	-1	-21	-25	10	13	19	-35	-7															8	-135	195	11	550	596	-149	2945	460
													-109	-15	-87	30					30	7								4					8	9	6	-72	19	6	6	-25	-41	69															-40	-93	270	598	-232	362	-218	29	74
													284	53	95	17					73	-4								4					-3	-27	-4	-60	12	12	5	-21	-27	-11															474	-42	100	-124	35	139	586	-642	89
													77	-39	-7	48					-90	13								18					4	-3	16	-40	8	6	-9	35	-21	-4															-215	1110	94	-90	-96	801	147	161	-59
													61	60	-63	-47					657	5								-14					-60	-8	3	-78	-21	7	4	15	-48	-9															10	98	278	319	-245	141	309	-207	17
													20	-24	-110	67					87	-1								-1					-4	-23	44	90	17	19	2	45	-76	21															-9	25	196	86	-51	237	50	84	-58
													12	-29	-120	0					-9	22								7					5	27	-3	-35	20	12	-3	17	-21	46															-195	260	31	-25	-529	568	223	2256	129
														4	-148	-8					-16	248								38					-3	38	2	4	12	-2	2	-6	-17	-73															-416	3	46	-95	88	67	155	-648	-35
														-53	56	-35					6	8								-2					-3	12	0	-69	-1	4	36	8	6	-17															-12	-226	572	-40	-106	484	150	-52	49
														118	-5	56					-7	-2								26					0	4	-5	-44	16	10	7	62	1	-85															60	560	344	-95	119	237	138	-75	-43
														52	6	-12					73	5								32					-2	-16	2	-14	-2	25	3	59	-25	-4															-189	-266	159	-91	255	114	-229	253	75
														77	-49	12					-122	3								6					0	58	-17	-13	13	18	10	34	-19	2															-267	-154	346	21	-654	249	-181	53	-21
														-26	6	17					18	8								-3					5	90	7	-52	21	8	-26	22	-15	2															-102	15	188	-94	-273	215	235	100	41
														128	438	51					11	-2								2					3	-8	0	29	3	-9	19	28	39	-20															68	103	189	-31	188	156	26	916	76
														48	54	63					-14	-6								3					-2	-3	8	-27	28	0	15	24	-4	12															-229	5	413	-65	-42	173	51	49	95
														119	178	23					63	8								20					-2	16	-2	-16	10	96	5	27	1	-5															-2	172	193	-33	-41	-15	1242	2452	80
														171	215	82					21	7								-1					-6	-41	-5	-52	-6	16	-12	33	-74	10															-281	90	-36	32	65	129	52	143	-21
														12	-99	0					98	15								-13					-6	29	17	-72	-5	14	21	-5	-3	-9															-56	-304	177	-76	757	127	198	490	11
														-32	-9	-44					131	7								58					3	16	-7	-62	19	8	13	-72	174	5															-67	328	343	154	-65	172	304	24	-9
														186	-103	9					-13	59								15					-6	18	4	-71	33	8	17	16	-13	-5															-12	77	225	-41	605	106	62	-127	-46
														61	54	49					-36	9								48					-5	27	-5	-69	-1	12	94	42	-27	-8															-363	-394	250	-50	586	116	57	-578	49
														109	121	44					-3	127								34					2	-26	-2	-16	34	-7	-4	1	-18	23															68	69	-134	663	165	114	54	905	48
														-19	203	-28					-43	26								39					16	11	-4	-66	24	-16	58	-39	-14	2															382	-39	254	105	-98	104	251	7	245
														-24	3	58					101	14								30					9	-8	-2	-42	40	80	30	66	-8	20															-16	154	62	12	-68	224	-193	37	-56
														-15	-58	-1					133	16								42					0	5	19	4	-16	7	33	51	-6	17															-242	111	385	-39	-353	1998	16	70	23
														-2	191	26					-28	109								20					3	13	-9	-66	-2	86	31	4	-53	-66															-42	95	265	128	401	166	111	-9	675
														-13	311	11					77	63								23					9	93	-2	-26	33	-9	560	-4	9	0															-51	16	373	-26	-235	223	553	43	158
														14	-35	21					5	163								112					-3	22	2	-16	13	-13	379	-22	-16	-2															-216	263	538	-103	243	70	-15	47	7
														55	-87	13					-145	36								24					-3	40	-5	-88	22	17	4	-23	-14	-10															-61	261	148	25	277	78	62	-36	54
														136	0	-5					1	44								32					8	15	0	-62	-13	-18	-152	-18	-5	6															26	-125	328	-60	-498	136	52	-492	13
														-22	-7	49					229	88								83					-24	42	4	-31	46	-17	12	20	-8	25																-88	352	-68	-71	171	53	-163	54
														55	-2	-23					116	58								63					-4	-39	3	-33	6	17	-204	-53	-18	1																-130	701	-26	251	320	3	316	35
														-2	35	51					171	-10								77					-2	68	2	-60	2	17	12	37	-3	3																-365	-47	121	-22	47	201	-152	16
														106	-106	21					-142	92								50					24	-36	-8	-64	4	1	30	-2	-23	-4																40	633	-119	-655	23	111	-131	97
														53	193	-32					7	117								40					5	-3	-5	-51	26	73	-54	33	-15	-6																-16	183	-55	1	44	283	-571	307
														5	197	-2					42	111								12					15	13	6	-21	71	11	4	2	-14	-4																7	115	433	-196	106	105		-42
														79	-169	12					-1	106								7					4	107	-5	-39	113	15	3	2	44	68																49	524	21	-112	119	219		254
														105	102	0					-29	106								27					-6	107	1	15	16	-87	3	40	-6	8																-11	316	-34	11	659	2004		198
														109	207	20					-6	178								24					-12	99	-10	-31	16	18	-4	6	-22	-10																135	192	-77	-108	78	-26		955
														317	7	-3					-123	0								-6					3	121	-13	-62	-5	96	598	21	-25	-34																60	759	88	-52	88	145		364
														42	-35	32					76	-8								-2					6	110	-2	-72	-121	-5	262	11	-5	-68																86	776	734	-388	573	251		193
														38	41	24					109	330								25					-1	115	-5	-18	38	28	534	66	8	102																152	517	277	454	105	719		147
														61	282	-18					-1	111								5					5	43	-1	-61	72	1	93	7	-15	-10																-331	206	-82	323	124	-115		48
														25	-3	79					79	63								45					3	99	-3	-24	3	8	583	23	20	-7																	71	30	399	43	354		68
														122	29	4					-17	70								36					2	110	-7	5	-11	7	-6	-32	-25	9																	170	1011	467	116	111		126
														-17	149	-5					114	73								13					-4	105	-4	-50	40	12	153	42	-16	0																	240	-35	384	137	312		38
														-222	-12	43					5	133								32					22	102	4	-41	-13	-4	605	1	36	64																	233	164	-7	59	16		85
														144	-36	5					-38	51								4					-26	22	-14	55	41	-9	588	24	-28	-32																	222	-1	-58	225	145		53
														31	-14	32					118	70								21					8	19	6	-101	-16	1	176	24	10	14																	70	-74	254	132	208		23
														44	98	22					83	133								1					0	18	0	-42	-4	7	381	7	-12	5																	127	-94	253	216	166		38
														123	5	-6					3	125								34					-4	26	-7	6	102	13	575	57	-20	-79																	-32	-54	353	187	156		191
														-18	48	-12					-4	125								11					17	12	0	-70	-3	12	-55	-8	-37	-80																	194	152	-241	198	362		208
														-33	-104	-30					-21	63								-3					-2	22	-4	-90	25	-11	596	-29	-8	70																	217	-64	13	81	15		384
														-8	-106	14					119	-18								31					5	108	-3	-76	-11	13	-3	43	6	-9																	146	-9	-134	110	3		135
														97	7	78					90	-6								11					-3	20	8	4	1	15	19	-13	20	10																	823	-82	-147	91	-374		650
														12	16	-12					20	64								0					-1	108	0	-49	-18	-11	-13	-19	37	2																	483	109	-241	317	-352		93
														-13	65	4					8	30								-5					0	-4	-2	-39	-9	11	-7	1	-22	-29																	-3	-29	30	114	134		-13
														145	164	13					97	51								10					1	-57	11	-30	-4	0	17	24	0	5																	-3	209	-479	139	474		29
														-514	-20	26					-17	327								19					20	-40	0	-32	9	38	-28	37	-10	16																	18	-67	39	232	160		982
														77	43	63					-114	7								59					-17	2	1	-54	1	8	-18	-108	-28	-79																	389	32	140	233	277		17
														104	48	15					141	-4								30					8	66	-3	-57	17	-17	-191	32	-26	4																	609	-163	-115	181	35		406
														111	-113	47					-28	80								-19					14	2	-1	-66	46	6		-17	-4	28																	708	-104	563	151	-495		234
														101	-8	72					238	-6								9					-2	107	2	-9	80	10		-6	-15	-1																	324	-111	-896	196	-356		-114
														128	-13	36					-13	62								50					-20	83	-5	-34	-16	4		2	14	7																	1113	24	-489	338	-81		-37
														68	-64	101					124	63								44					9	-38	-3	-86	-11	4		-29	-27	4																	582	18	-488	305	140		22
														112	-64	85					56	70								4					-5	-42	5	-43	4	-9		-11	-17	-27																	145	-15	51	77	226		243
														149	-18	12					-80	-34								12					32	-42	-3	-14	14	-4		303	-22	3																	225	593	76	1988	22		111
														3732	-16	32					-1	-5								-7					-1	-39	-10	-22	18	20		27	-1	12																	280	-50	453	124	149		149
														-15	-60	19					-34	49								24					0	-42	4	-69	64	8		-34	-8	246																	302	357	389	94	100		-66
														30	-62	-7					-12	-76								5					-1	-44	2	-44	30	2		64	-2	-2																	73	-112	-72	164	-456		344
														94	-149	21					-40	325								-1					1	156	3	-46	97	-1		5	10	16																	33	2119	156	610	-88		-45
														4	52	5					138	211								21					5	-42	-6	64	31	2		11	-23	11																	617	32	239	197	287		115
														166	-78	-3					-25	47								31					7	-48	-5	-57	13	-12		28	-8	15																	657	-78	227	519	-104		428
														20	60	40					-5	6								16					16	112	-6	-18	1	5		9	-11	-6																	480	210	217	140	455		545
														-64	-116	12					97	1								10					2	27	-1	-110	-2	14		-33	48	4																	133	5	692	257	78		-78
														107	-2	8					8	796								37					6	6	-8	-69	2	-5		-13	-19	5																	224	-226	-161	46	79		149
														151	145	23					137	147								3					7	-59	2	-46	18	-5		-51	-13	30																	237	219	293	181	41		141
														0	44	200					-105	149								92					-9	109	8	-46	8	-2		-2	1	10																	299	-109	260	112	-2		55
														111	-119	72					0	144								10					12	-19	0	-47	-6	-41		122	-51	6																	102	8	-8	140	421		126
														104	-65	-25					6	160								-2					8	-30	0	-40	70	7		-8	-24	11																	-8	-19	1234	358	195		93
														-53	106	562					157	117								33					2	-33	-4	-4	12	7		103	21	41																	57	67	-56	198	5		172
														161	38	422					288	115								6					6	5	7	-9	15	13		41	-13	3																	87	22	335	183	-89		132
														-34	51	27					31	148								-3					0	12	2	-7	27	7		5	9	-4																	297	-50	-646	33	590		173
														-39	145	25					1	172								2					-1	22	-4	-21	128	177		46	-1	31																	-282	15	238	164	213		290
														-4	61	-13					112	50								19					5	3	-10	-57	11	15		55	-35	-1																	-172	101	-32	153	135		65
														-359	-6	-23					-124	-13								27					-6	1	-3	-48	75	117		-15	-12	4																	467	294	-300	1065	-26		106
														-493	210	65					-20	70								33					-2	13	7	-57	12	23		72	7	-5																	297	-4	-326	88	124		90
														-26	-23	1					93	87								24					-9	19	2	-70	4	-15		-33	-36	33																	317	-183	-386	123	271		176
														117	99	11					-2	40								7					-2	7	-5	-67	-10	61		32	4	-4																	384	-56	116	171	114		89
														76	49	-60					130	204								26					3	17	1	-27	-14	21		123	-10	42																	109	-54	183	216	-19		-78
														-13	281	111					106	250								21					1	4	1	-25	2	16		88	-2	159																	204	-13	-217	48	-122		85
														14	-16	19					-4	69								-1					-4	8	22	-44	-1	-82		158	-74	23																	255	78	-81	43	-21		82
														-18	-19	113					-3	206								5					8	-12	-1	-100	23	14		12	1	8																	577	-19	-95	173	181		119
														114	209	6					29	113								1					-21	38	-5	-62	-9	29		1	6	11																	1422	4	452	765	191		1907
														-15	150	-4					-7	144								25					-16	34	-3	-58	-2	23		26	-2	9																	213	9	685	180	69		643
														-37	-108	26					5	89								14					7	44	-7	-49	0	22		-12	6	5																	180	-44	-685	1287	208		48
														-104	37	7					15	62								7					-3	38	-4	-18	46	6		67	-36	59																	182	-117	384	108	199		231
														73	-37	47					-20	116								4					4	-36	-1	0	-36	-6		-5	-23	8																	236	290	174	94	-623		4
														155	-66	-24					-26	62								30					6	-24	9	-26	95	8		28	2	-1																	-74	204	-546	63	156		342
														782	93	45					129	87								1					26	24	-7	3	5	11		42	5	81																	489	-68	-203	192	132		-77
														-29	-1	-3					205	59								2					11	16	-5	-10	5	-15		-38	18	-20																	424	-85	-66	329	226		44
														6	52	-12					-78	388								32					7	26	3	-33	20	7		-29	-18	-5																	99	-15	118	1127	186		323
														66	49	26					32	105								14					0	26	1	0	16	8		-8	-2	9																	104	18	-52	654	-268		80
														-33	50	1453					-6	5								20					10	-7	7	-40	34	21		20	11	-1																	778	44	-686	1061	67		787
														-16	-56	30					-13	71								28					-8	28	-9	-25	26	19		39	15	24																	136	-105	-485	91	91		-26
														116	100	110					126	144								1					-8	-32	-6	-56	17	20		7	1	9																	161	-83	-231	132	53		-50
														-35	-2	-13					101	6								1					7	-15	-3	-46	1	17		17	-11	-5																	474	-95	541	153	-2		93
														119	-57	883					-11	70								8					-5	8	-1	13	9	-1		-147	-14	8																	399	-77	-614	168	265		57
														35	-81	47					92	49								33					1	109	-4	-68	19	1		40	-6	22																	320	38	256	315	465		71
														115	-52	-4					65	62								33					0	36	-8	-66	-2	1		48	-11	-88																	317	-200	53	154	-122		-34
														11	54	-2					-16	39								31					13	2	-7	-7	15	-52		-36	3	11																	374	-4	-166	60	268		67
														-18	55	18					445	123								11					1	7	17	-30	32	-16		-65	-15	-20																	220	-49	-158	548	575		230
														37	52	12					-25	6								16					-2	-8	10	158	67	11		-37	-7	-3																	-58	-97	-636	1654	119		91
														138	57	52					-1	84								42					-9	-11	3	-39	14	234		77	-21	1																	118	2	-81	666	82		36
														0	101	-22					-79	68								46					3	-16	-2	-21	-83	2		-19	11	19																	838	-41	163	252	88		41
														104	-14	-17					-63	69								-18					31	-16	3	-23	-16	21		25	151	8																	569	123	310	199	-168		863
														75	42	-28					10	119								0					-4	-14	0	-95	31	34		8	-2	13																	381	49	-504	54	258		1838
														105	-106	19					-10	-7								-2					-13	-18	4	1	14	-10		16	-7	-3																	80	302	-482	181	23		56
														85	284	35					100	121								0					1	76	9	-55	14	-3		45	-31	4																	84	285	-293	144	244		55
														-42	133	78					-21	48								-19					-12	-18	-1	-5	-16	13		-3	12	108																	157	-83	-324	157	-87		-14
														122	55	50					20	-215								65					2	-4	-6	36	-17	25		51	-13	-7																	171	-10	-89	116	-143		220
														1	82	43					7	135								20					1	7	-2	-27	-13	85		5	5	-15																	341	-97	-124	282	233		64
														98	89	-28					56	106								20					10	-3	-5	32	19	16		-9	-15	6																	308	-80	407	297	391		6
														-94	-4	29					80	-80								10					-8	-10	2	-94	70	8		-71	-28	-57																	465	3	-58	216	279		191
														-20	-61	39					81	53								28					-3	-25	1	-46	3	-12		-15	-20	-1																	124	115	-31	800	227		82
														189	92	181					99	142								14					2	-20	-3	-72	22	3		-4	20	-84																	74	-11	-640	345	242		170
														0	51	-9					103	138								29					-2	-1	4	-59	8	68		29	-22	-10																	70	23	134	211	172		188
														29	-14	129					315	51								27					0	-20	0	-18	-22	-14		-9	-8	11																	609	13	223	89	185		-17
														-9	-5	-9					2	80								-17					2	-15	2	-61	7	8		-1	-27	-32																	550	83	459	28	465		61
														459	37	87					74	63								9					-54	-13	-3	-15	18	5		-12	24	29																	511	-95	-270	410	-324		33
														108	-61	-2					-8	65								-1					7	-5	-3	-16	46	0		-36	-27	-13																	388	-92	295	174	24		3097
														179	92	-19					19	62								6					26	33	8	-40	8	197		-8	-11	509																	210	37	-611	269	88		83
														124	149	-24					95	463								-2					5	13	7	-22	89	10		-22	-20	15																	194	-36	348	242	621		666
														8	304	32					4	135								32					6	-2	-5	-41	12	-4		23	-27	30																	506	-136	219	93	378		40
														31	-108	26					101	83								9					-2	51	27	-71	2	-12		-24	-7	25																	252	-24	169	107	-49		81
														109	-101	33					-139	15								4					-64	-16	-8	-27	4	20		24	1	36																	-252	-25	181	289	101		87
														-5	-24	105					23	22								32					-8	37	8	-36	18	-6		-17	-9	-81																	362	-57	510	187	-132		87
														-6	-123	484					-11	107								40					18	50	-4	21	13	-13		-66	13	33																	-50	2	-728	155	111		334
														0	6	98					-2	144								15					22	33	10	-38	36	12		77	11	-79																	121	85	143	884	374		141
														-42	195	263					94	67								12					6	42	5	-27	17	7		-62	-40	7																	272	-53	-405	199	107		171
														83	9	206					13	270								5					31	-19	-2	-63	2	5		92	6	3																	150	-15	-442	305	-124		161
														141	134	-11					49	8								57					-6	-31	-7	-73	1	-10		33	0	1																	323	-2	-428	137	284		22
														19	-68	-14					14	8								70					42	-19	-13	-62	-2	-5		16	-13	-35																		-16	175	76	1328		170
														83	-134	-22					11	37								47					11	-21	0	-47	-17	-10		4	7	-11																		59	529	77	-485		766
														280	-56	-7					-22	18								11					19	63	-1	-26	64	10		54	-10	3																		34	-439	202	497		29
														155	-1	84					30	19								-20					-9	9	-11	-64	-5	8		-33	10	12																		17	-165	244	158		192
														50	-55	-47					127	9								25					-5	50	-3	-65	64	62		6	-37	-10																		-60	-258	1076	148		34
														-14	49	-27					-3	11								3					-8	54	-5	-69	-2	42		-14	-32	71																		-126	62	75	398		258
														142	134	-7					-122	17								8					4	61	6	-24	-5	10		-2	-5	19																		-71	365	157	-102		36
														4	-114	-36					261	40								29					-10	-20	-5	-5	-17	0		13	11	22																		-37	-708	190	163		43
														89	-96	22					33	10								37					-60	56	-2	-52	70	17		441	12	20																		23	-428	154	70		76
														66	94	27					123	7								2					-7	55	16	-62	-3	21		-64	15	-8																		126	-64	226	111		69
														53	-101	14					7	1								36					5	70	1	-6	-61	4		113	-19	95																		-12	73	7	33		88
														128	-159	17					46	16								16					3	-22	-3	-19	17	20		30	-12	-97																		39	-668	159	-256		-2032
														92	-67	20					-18	11								27					37	19	-9	-8	-4	22		9	-10	52																		99	-46	125	314		90
														-3	151	-10					-7	3								1					-10	19	2	-23	8	32		46	-18	-17																		236	-35	77	450		-24
														-26	0	25					31	20								10					-33	103	-3	-36	5	7		37	-18	156																		425	711	149	323		61
														-11	-18	5					108	2								-2					12	15	3	-37	109	-73		3	32	25																		-4	-608	235	16		1
														100	-3	198					92	25								103					5	-22	2	-48	19	-13		25	-10	-20																		-154	-225	107	205		332
														81	-122	14					27	9								28					45	-21	6	21	16	-4		51	4	6																		-37	-261	81	315		88
														121	-120	-10					28	129								-31					6	6	0	-19	2	7		28	-12	12																		64	519	132	71		61
														-13	-15	93					246	33								20					17	39	-7	12	8	-13		9	-8	9																		-91	292	1051	389		12
														-8	115	23					31	16								3					-4	28	1	7	49	-24		-51	-5	-33																		-142	140	119	114		-76
														-28	-114	38					12	50								28					7	16	1	-45	60	12		10	4	20																		42	-39	34	111		80
														85	-104	47					84	57								-2					-5	4	-3	-49	25	41		36	-13	9																		24	-674	31	80		-13
														109	-108	14					0	190								8					4	55	-8	-41	20	0		11	-4	2																		-1	-310	206	182		-62
														100	-54	51					41	37								27					-8	-48	-8	-32	1	13		-71	-21	64																		-54	190	129	184		280
														81	-270	-8					-8	21								-9					8	-26	0	-25	43	8		13	-17	0																		86	-426	116	134		75
														37	27	-12					-15	35								-2					-10	-18	-2	-10	132	16		1	-2	22																		23	326	100	2		111
														125	-96	13					249	270								56					4	36	-2	-9	-5	57		18	1	-8																		11	-305	255	339		25
														-11	162	13					-8	36								37					3	-39	11	-68	7	3		22	-19	159																		-5	180	39	500		69
														7	249	6					99	101								18					-4	19	-1	-4	-12	-10		7	-18	1																		34	-172	1469	13		38
														-23	80	255					95	81								6					4	13	2	-59	48	37		-56	-14	23																		59	52	247	226		43
														-36	-113	21					-26	31								14					9	23	-7	-43	82	-3		-52	-27	16																		75	-24	61	-81		226
														-10	159	64					4	175								18					4	-24	-1	-50	18	-19		10	-50	-68																		-146	-114	247	203		0
														162	51	-39					-8	60								63					14	82	-9	-61	44	16		1	-47	36																		-47	563	183	434		31
														23	-25	31					24	104								27					-7	6	3	8	-11	68		22	-6	170																		-91	15	119	215		-7
														-40	-30	-16					-27	118								32					7	-24	0	-1	17	5		57	-25	-5																		-3	-15	22	-1970		27
														-31	5	47					19	123								0					0	-39	-2	-44	28	-28		40	-16	9																		-83	-528	330	554		159
														-27	-18	35					33	413								61					-7	48	-3	-48	70	9		4	-2	23																		5	119	718	276		69
														111	12	-2					9	239								-25					-1	13	-5	-54	6	13		52	-29	19																		152	-32	969	93		321
														83	24	59					-10	-6								5					20	-19	-11	-4	68	6		25	-5	2																		-95	-536	211	-127		1446
														119	-6	8					40	138								5					-2	41	-10	-66	29	24		1	-12	-2																		-111	463	267	146		-75
														-2	-18	3					70	116								-1					93	21	-6	-32	56	-6		16	-5	-2																		-49	255	127	281		426
														8	-107	-9					136	115								50					20	6	-1	-5	-21	4		-11	-29	30																		153	-51	76	22		136
														14	188	48					114	103								22					-2	-33	12	-61	111	4		-43	-4	-23																		-89	115	310	206		24
														-16	0	3					-13	206								16					-4	78	-6	40	-123	7		59	-5	10																		-102	-63	104	106		-44
														6	102	33					105	113								31					-3	-27	16	-12	5	67		5	-8	19																		-42	937	182	53		99
														1	213	33					-121	99								2					-10	84	-5	80	-2	43		-33	8	-11																		-59	398	223	-7		29
														-37	-114	8					-97	215								39					0	30	-6	-69	1	-10		-2	-22	94																		18	62	38	-129		67
														204	161	8					-112	-39								40					8	12	1	-69	47	19		6	-2	0																		2	-181	401	184		115
														39	-113	63					26	61								6					-8	36	11	-18	39	35		-41	1	50																		-40	-162	136	-205		-2
														156	88	49					-16	113								44					6	22	4	-18	-8	2		4	5	-4																		-20	234	179	223		40
														113	7	14						56								25					15	27	-2	-97	34	-23		23	-61	12																		-14	318	182	-40		-87
